employee_id,age,gender,department,job_role,education,years_at_company,monthly_salary,performance_rating,satisfaction_score,work_life_balance,overtime,attrition,last_promotion_years_ago
EMP-1870,52,Female,Engineering,Software Engineer,Bachelor's,1,110733,2,3.0,5,0,0,1
EMP-1871,31,Male,Marketing,Content Strategist,Master's,9,67359,4,4.6,4,0,0,1
EMP-1872,59,Female,Operations,Operations Manager,Bachelor's,12,61657,4,2.3,1,0,1,9
EMP-1873,56,Female,Marketing,SEO Specialist,Master's,5,84666,3,4.8,3,0,0,4
EMP-1874,45,Male,Operations,Logistics Coordinator,Bachelor's,15,83449,2,2.4,5,0,0,5
EMP-1875,44,Female,HR,HR Coordinator,Master's,7,84986,5,2.3,1,0,0,7
EMP-1876,35,Female,Sales,Sales Rep,Master's,9,85883,1,1.7,3,1,1,3
EMP-1877,34,Male,Finance,Accountant,Bachelor's,12,116394,5,2.8,4,0,0,0
EMP-1878,43,Female,HR,HR Coordinator,Bachelor's,7,90304,1,2.5,1,0,0,7
EMP-1879,42,Male,Engineering,DevOps,Master's,10,92504,2,3.8,5,0,0,1
EMP-1880,31,Male,Engineering,Software Engineer,Bachelor's,7,146057,2,4.4,2,1,0,0
EMP-1881,30,Male,Marketing,Content Strategist,Bachelor's,0,56276,1,1.3,1,0,0,0
EMP-1882,43,Male,Sales,Sales Manager,Master's,1,67818,2,5.0,1,1,0,1
EMP-1883,49,Female,Sales,Account Manager,Bachelor's,17,68478,3,4.9,2,0,1,10
EMP-1884,28,Female,Operations,Operations Manager,Bachelor's,5,72368,5,4.5,1,0,0,4
EMP-1885,59,Female,Sales,Account Manager,Master's,10,79344,4,3.7,5,0,0,2
EMP-1886,31,Male,Marketing,Content Strategist,Bachelor's,7,97796,2,3.8,2,0,0,6
EMP-1887,22,Female,Finance,CFO,Bachelor's,1,56691,1,3.7,1,1,0,1
EMP-1888,53,Male,Finance,Accountant,Master's,2,71215,4,4.9,4,0,0,1
EMP-1889,41,Female,HR,HR Manager,Master's,4,85743,5,3.3,1,1,1,3
EMP-1890,39,Female,HR,HR Manager,Master's,6,62634,4,4.1,1,0,0,3
EMP-1891,49,Male,Engineering,Data Engineer,Bachelor's,10,123531,4,3.4,2,0,0,9
EMP-1892,47,Female,HR,HR Coordinator,Bachelor's,2,70650,5,4.0,4,0,0,1
EMP-1893,54,Male,Sales,Account Manager,Bachelor's,11,86685,5,4.3,2,1,0,5
EMP-1894,49,Male,HR,HR Manager,High School,16,77671,2,4.9,4,0,0,10
EMP-1895,56,Female,Operations,Logistics Coordinator,Master's,18,86434,4,1.9,4,1,0,13
EMP-1896,22,Female,Finance,CFO,Bachelor's,0,115857,3,4.2,3,1,0,0
EMP-1897,55,Female,Operations,Logistics Coordinator,Bachelor's,4,95803,2,4.7,3,0,0,2
EMP-1898,22,Male,Operations,Supply Chain Analyst,Bachelor's,0,90768,4,2.7,1,0,0,0
EMP-1899,57,Male,Operations,Logistics Coordinator,Master's,20,93026,5,2.7,5,0,0,19
EMP-1900,48,Male,Marketing,SEO Specialist,Bachelor's,0,75674,3,3.1,5,0,0,0
EMP-1901,35,Male,Sales,Sales Manager,High School,9,99068,2,3.6,2,0,1,1
EMP-1902,49,Male,Operations,Operations Manager,High School,18,121901,5,4.1,1,0,0,17
EMP-1903,39,Male,Engineering,Software Engineer,Bachelor's,17,135098,1,1.1,5,0,0,1
EMP-1904,40,Male,HR,Recruiter,Master's,0,43432,3,1.4,3,0,0,0
EMP-1905,56,Female,Marketing,Content Strategist,PhD,11,69779,5,3.1,1,0,0,7
EMP-1906,26,Female,Marketing,Content Strategist,Bachelor's,2,76995,3,4.3,4,0,0,2
EMP-1907,58,Male,HR,Recruiter,Master's,19,84953,5,2.3,1,0,0,9
EMP-1908,30,Male,Finance,Financial Analyst,Master's,1,88410,2,4.1,5,0,0,1
EMP-1909,26,Female,Marketing,Content Strategist,Master's,1,91268,5,1.5,2,1,0,0
EMP-1910,32,Male,Sales,Account Manager,Bachelor's,11,89210,2,4.2,3,0,0,0
EMP-1911,37,Male,Operations,Logistics Coordinator,Bachelor's,15,68318,5,1.3,1,1,0,6
EMP-1912,38,Female,Marketing,SEO Specialist,Bachelor's,12,98948,1,4.2,3,0,0,11
EMP-1913,56,Female,Engineering,Data Engineer,Bachelor's,11,157559,2,1.7,4,0,0,11
EMP-1914,58,Male,Sales,Sales Manager,Master's,3,47152,2,2.2,5,1,1,1
EMP-1915,31,Female,HR,HR Manager,Bachelor's,1,54707,1,3.6,4,0,0,0
EMP-1916,26,Male,Sales,Account Manager,Master's,4,50231,5,4.9,5,0,1,2
EMP-1917,29,Male,Engineering,DevOps,Bachelor's,3,358006,2,1.5,4,0,0,0
EMP-1918,40,Non-binary,Marketing,Marketing Analyst,Bachelor's,15,99644,4,2.2,4,0,0,3
EMP-1919,51,Female,Engineering,DevOps,Bachelor's,5,109419,5,4.3,3,0,0,4
EMP-1920,52,Male,HR,HR Coordinator,Bachelor's,20,98070,1,3.8,3,0,0,10
EMP-1921,34,Female,Finance,CFO,Bachelor's,13,73925,3,2.6,1,1,0,12
EMP-1922,45,Male,Engineering,QA Engineer,Master's,19,119996,5,2.3,3,0,0,7
EMP-1923,28,Female,HR,HR Manager,PhD,5,43569,2,2.7,1,0,0,1
EMP-1924,46,Male,Sales,Sales Rep,Master's,18,85685,2,3.8,3,1,0,9
EMP-1925,58,Female,Finance,Accountant,High School,11,107302,3,4.7,2,1,0,6
EMP-1926,59,Male,HR,HR Manager,Bachelor's,7,83154,1,1.8,2,0,0,4
EMP-1927,49,Male,Engineering,Data Engineer,Bachelor's,0,83697,5,3.0,1,0,0,0
EMP-1928,55,Male,Marketing,SEO Specialist,Master's,12,69577,3,3.7,3,0,0,12
EMP-1929,33,Male,Finance,Accountant,Master's,0,85553,1,3.0,2,0,0,0
EMP-1930,30,Female,HR,HR Manager,Bachelor's,2,59010,3,2.4,3,0,0,0
EMP-1931,54,Female,Finance,Accountant,Bachelor's,4,90027,5,4.5,1,1,1,3
EMP-1932,35,Male,Marketing,Content Strategist,Master's,2,61892,3,4.0,4,0,0,1
EMP-1933,43,Female,Finance,Financial Analyst,Bachelor's,15,107379,1,1.3,1,0,0,8
EMP-1934,58,Male,Engineering,QA Engineer,PhD,10,102209,4,3.6,1,0,0,0
EMP-1935,29,Male,Finance,Accountant,Bachelor's,5,98508,3,1.2,1,0,0,5
EMP-1936,47,Male,Sales,Sales Rep,Master's,6,47738,5,2.0,3,0,0,4
EMP-1937,42,Female,Finance,Financial Analyst,Bachelor's,13,109202,4,3.4,2,0,0,3
EMP-1938,22,Non-binary,Marketing,Content Strategist,Master's,1,87994,5,1.6,5,0,0,1
EMP-1939,22,Female,Operations,Operations Manager,Bachelor's,0,53070,3,4.4,2,0,0,0
EMP-1940,40,Male,HR,HR Manager,Master's,1,72099,2,2.1,5,0,0,0
EMP-1941,29,Male,Marketing,Content Strategist,High School,5,105122,4,3.4,1,0,0,1
EMP-1942,45,Non-binary,Marketing,SEO Specialist,Bachelor's,20,124164,4,1.5,3,0,0,3
EMP-1943,46,Male,Marketing,Marketing Analyst,Bachelor's,18,85002,2,2.5,1,1,0,8
EMP-1944,43,Male,Engineering,Software Engineer,Bachelor's,9,87192,1,2.2,1,0,1,4
EMP-1945,53,Female,Sales,Account Manager,Master's,20,79028,3,3.7,3,1,0,14
EMP-1946,41,Male,Engineering,Data Engineer,Bachelor's,5,128658,2,3.3,2,0,0,2
EMP-1947,40,Male,Marketing,Marketing Analyst,Bachelor's,1,91735,3,4.8,4,0,0,1
EMP-1948,34,Non-binary,Marketing,Content Strategist,High School,9,102586,2,1.2,4,0,0,0
EMP-1949,22,Female,Engineering,QA Engineer,Master's,1,130205,5,1.7,5,1,0,0
EMP-1950,24,Female,Marketing,SEO Specialist,Bachelor's,0,54216,4,1.9,5,0,0,0
EMP-1951,58,Male,Sales,Account Manager,PhD,14,64580,2,2.6,4,0,0,4
EMP-1952,34,Female,Engineering,DevOps,Bachelor's,12,98425,2,1.7,3,1,0,6
EMP-1953,38,Female,Operations,Supply Chain Analyst,Bachelor's,0,59765,1,4.0,2,0,0,0
EMP-1954,41,Male,Finance,CFO,Master's,4,98076,1,3.7,1,0,0,2
EMP-1955,31,Female,Operations,Operations Manager,Bachelor's,4,58198,3,1.5,3,0,0,3
EMP-1956,28,Male,Operations,Supply Chain Analyst,Bachelor's,6,91375,2,3.1,3,0,0,5
EMP-1957,41,Female,Finance,CFO,Bachelor's,10,122921,5,2.0,3,0,0,7
EMP-1958,58,Male,HR,HR Coordinator,Bachelor's,2,44590,1,1.1,3,0,0,1
EMP-1959,56,Female,Finance,CFO,Bachelor's,20,113348,4,1.1,4,0,1,1
EMP-1960,55,Female,Operations,Logistics Coordinator,Master's,9,108800,4,1.8,2,0,1,8
EMP-1961,45,Male,Marketing,Marketing Analyst,Bachelor's,11,88384,4,3.6,1,1,0,7
EMP-1962,57,Male,HR,Recruiter,Bachelor's,2,68665,2,2.7,4,1,0,0
EMP-1963,30,Male,Finance,CFO,Bachelor's,0,53664,1,5.0,3,0,1,0
EMP-1964,40,Non-binary,Sales,Account Manager,Master's,3,53524,1,3.1,4,1,0,3
EMP-1965,23,Male,Marketing,Content Strategist,Bachelor's,2,101261,4,2.8,3,0,0,2
EMP-1966,31,Male,HR,Recruiter,Master's,6,68515,5,3.8,5,0,0,2
EMP-1967,28,Male,Marketing,Content Strategist,High School,2,61609,5,1.5,4,0,0,2
EMP-1968,52,Male,Marketing,Marketing Analyst,Master's,3,80381,5,1.8,1,0,0,3
EMP-1969,37,Male,Sales,Account Manager,Master's,4,56994,2,3.0,4,0,1,1
EMP-1970,53,Male,Marketing,Content Strategist,Master's,6,91765,2,4.6,1,0,0,4
EMP-1971,33,Male,Sales,Account Manager,Bachelor's,4,48520,5,3.9,1,0,0,0
EMP-1972,52,Female,HR,HR Manager,Master's,2,41472,5,3.9,5,1,0,1
EMP-1973,48,Male,Engineering,QA Engineer,Bachelor's,19,137494,1,2.8,2,1,0,14
EMP-1974,42,Male,Operations,Supply Chain Analyst,Bachelor's,9,88312,2,3.7,2,0,0,8
EMP-1975,50,Female,Operations,Operations Manager,Bachelor's,19,90529,5,3.0,2,1,0,3
EMP-1976,33,Female,Engineering,Software Engineer,Bachelor's,1,130074,4,4.8,1,0,0,0
EMP-1977,41,Male,HR,Recruiter,Master's,4,46860,5,3.7,4,0,0,3
EMP-1978,52,Male,HR,HR Coordinator,Bachelor's,18,73481,1,1.6,1,1,0,16
EMP-1979,35,Female,HR,Recruiter,Master's,5,56810,5,4.3,1,1,0,5
EMP-1980,35,Male,HR,HR Manager,Bachelor's,10,68737,4,1.8,3,0,0,6
EMP-1981,34,Female,Engineering,Software Engineer,Bachelor's,11,105656,5,2.3,1,0,1,1
EMP-1982,51,Female,Marketing,Marketing Analyst,Bachelor's,15,90366,5,3.5,3,0,0,6
EMP-1983,36,Female,Operations,Supply Chain Analyst,Bachelor's,0,71482,1,4.2,3,0,0,0
EMP-1984,56,Female,Engineering,DevOps,Master's,6,117637,1,4.0,1,1,1,6
EMP-1985,23,Female,Operations,Logistics Coordinator,Master's,2,92464,2,2.8,4,0,0,2
EMP-1986,35,Male,Marketing,Marketing Analyst,Master's,10,74502,2,2.2,1,0,0,4
EMP-1987,35,Female,Sales,Account Manager,Bachelor's,12,72230,3,4.4,3,0,1,7
EMP-1988,46,Male,Sales,Account Manager,Bachelor's,14,73880,4,4.9,2,1,0,6
EMP-1989,35,Male,Finance,Accountant,Master's,13,135066,3,3.4,4,0,0,13
EMP-1990,33,Male,HR,HR Coordinator,Master's,6,81924,3,4.7,4,1,0,4
EMP-1991,30,Male,Sales,Sales Rep,Bachelor's,9,55785,3,1.2,3,1,0,3
EMP-1992,45,Male,Marketing,SEO Specialist,Master's,20,98894,5,3.0,3,0,0,3
EMP-1993,35,Female,Marketing,Content Strategist,Bachelor's,6,70640,2,4.8,2,0,0,0
EMP-1994,39,Male,HR,Recruiter,Bachelor's,2,44174,5,4.7,2,0,0,0
EMP-1995,29,Female,Operations,Supply Chain Analyst,Bachelor's,6,68639,4,4.8,3,0,0,3
EMP-1996,36,Female,Engineering,Data Engineer,Bachelor's,3,92114,4,3.6,3,0,0,0
EMP-1997,48,Male,Engineering,Software Engineer,Master's,15,129067,4,2.5,1,1,0,9
EMP-1998,40,Male,Operations,Supply Chain Analyst,Bachelor's,18,113636,3,1.3,1,1,0,2
EMP-1999,39,Male,Engineering,QA Engineer,Bachelor's,13,162154,4,3.3,3,0,1,9
EMP-2000,53,Male,Operations,Logistics Coordinator,Bachelor's,8,73801,4,2.1,4,0,0,1
EMP-2001,58,Male,Finance,Accountant,Bachelor's,6,64893,5,4.5,4,0,0,5
EMP-2002,38,Female,Operations,Operations Manager,Master's,15,78568,2,1.9,2,0,1,13
EMP-2003,28,Female,Operations,Operations Manager,Bachelor's,1,64644,3,2.8,2,1,0,1
EMP-2004,48,Male,Operations,Operations Manager,Master's,11,110264,3,4.9,1,0,0,11
EMP-2005,24,Male,Finance,Accountant,Master's,3,99739,3,1.3,2,0,0,3
EMP-2006,24,Male,Sales,Account Manager,Bachelor's,3,56558,2,4.6,5,1,0,0
EMP-2007,40,Female,Operations,Operations Manager,Master's,0,89564,4,1.2,4,0,0,0
EMP-2008,52,Male,Engineering,Data Engineer,Bachelor's,7,96531,5,4.1,2,0,0,3
EMP-2009,53,Male,HR,HR Manager,Master's,13,93410,5,3.8,2,0,1,5
EMP-2010,39,Female,Engineering,QA Engineer,Bachelor's,18,164715,4,2.2,4,0,0,17
EMP-2011,59,Male,Engineering,QA Engineer,Bachelor's,2,127789,1,2.8,4,0,0,1
EMP-2012,32,Non-binary,Sales,Account Manager,High School,2,71622,1,3.4,3,0,1,0
EMP-2013,32,Male,Operations,Logistics Coordinator,Master's,2,46843,2,1.8,2,0,1,0
EMP-2014,55,Female,Marketing,Marketing Analyst,Bachelor's,1,100485,4,2.3,3,0,0,1
EMP-2015,22,Male,Sales,Sales Manager,Bachelor's,0,69527,2,2.6,3,1,1,0
EMP-2016,36,Female,Finance,Accountant,High School,7,83310,3,4.4,3,0,0,1
EMP-2017,46,Male,Finance,Financial Analyst,Master's,4,60446,4,4.6,3,0,0,2
EMP-2018,39,Female,Operations,Logistics Coordinator,Bachelor's,10,71299,1,4.4,3,0,0,9
EMP-2019,37,Male,Operations,Logistics Coordinator,Bachelor's,7,85748,5,3.3,2,0,0,6
EMP-2020,28,Male,Finance,Accountant,Bachelor's,2,104145,4,4.2,2,0,0,0
EMP-2021,48,Female,Finance,CFO,Bachelor's,9,78859,2,2.2,3,0,0,2
EMP-2022,26,Male,HR,HR Manager,Bachelor's,0,61944,2,1.0,5,0,0,0
EMP-2023,38,Female,Engineering,DevOps,Bachelor's,3,149243,5,1.1,5,0,0,3
EMP-2024,51,Male,Operations,Supply Chain Analyst,Bachelor's,12,85556,1,4.6,5,0,0,12
EMP-2025,30,Male,HR,Recruiter,Bachelor's,3,51945,3,2.1,1,0,0,3
EMP-2026,39,Male,Sales,Account Manager,Master's,12,66701,5,3.1,5,0,1,11
EMP-2027,52,Female,Engineering,QA Engineer,Bachelor's,20,131743,5,3.4,1,1,0,6
EMP-2028,32,Male,Sales,Account Manager,Bachelor's,0,69525,4,3.9,1,1,0,0
EMP-2029,45,Female,HR,HR Manager,Bachelor's,20,79222,3,1.0,5,0,0,1
EMP-2030,33,Female,Engineering,QA Engineer,PhD,5,97191,2,2.4,5,0,0,2
EMP-2031,47,Male,Finance,Financial Analyst,Bachelor's,5,91680,5,1.4,2,0,0,2
EMP-2032,53,Female,Marketing,SEO Specialist,Master's,6,90201,3,2.6,3,0,0,3
EMP-2033,23,Male,Finance,Financial Analyst,High School,2,104264,3,2.9,2,0,0,2
EMP-2034,42,Male,Operations,Operations Manager,Master's,5,102866,3,2.0,5,0,0,4
EMP-2035,42,Male,Marketing,SEO Specialist,Bachelor's,13,101740,3,1.8,4,0,0,3
EMP-2036,40,Male,Engineering,QA Engineer,Bachelor's,5,131367,1,2.1,2,0,0,1
EMP-2037,34,Male,Operations,Supply Chain Analyst,Master's,13,88304,3,1.4,2,0,0,0
EMP-2038,38,Male,Sales,Account Manager,Master's,0,69735,4,1.9,3,0,0,0
EMP-2039,44,Male,Engineering,QA Engineer,Master's,5,127814,1,3.4,5,0,0,4
EMP-2040,24,Male,Operations,Logistics Coordinator,Bachelor's,2,65478,4,3.5,1,0,0,2
EMP-2041,22,Male,Sales,Sales Manager,Bachelor's,1,60563,4,1.2,1,0,1,1
EMP-2042,31,Male,Engineering,DevOps,PhD,9,154236,1,4.6,3,0,0,5
EMP-2043,32,Male,Sales,Account Manager,PhD,0,66506,2,3.6,1,0,0,0
EMP-2044,51,Female,HR,HR Manager,Bachelor's,17,60519,3,1.0,5,0,0,15
EMP-2045,24,Female,Operations,Supply Chain Analyst,PhD,2,54943,2,3.7,3,0,1,0
EMP-2046,45,Male,Marketing,SEO Specialist,Bachelor's,20,81740,5,1.6,3,0,0,17
EMP-2047,25,Male,HR,HR Manager,Bachelor's,2,74134,4,3.3,3,0,0,1
EMP-2048,33,Male,Sales,Sales Manager,Master's,2,66320,1,3.4,5,0,0,0
EMP-2049,32,Male,Marketing,SEO Specialist,Master's,1,79561,3,1.9,4,1,1,0
EMP-2050,39,Male,Engineering,QA Engineer,Master's,12,87190,1,3.2,3,0,0,6
EMP-2051,45,Female,Sales,Sales Rep,Master's,17,105401,4,3.1,1,0,0,6
EMP-2052,59,Female,HR,Recruiter,Bachelor's,20,77732,2,4.6,2,1,0,6
EMP-2053,42,Female,Engineering,Data Engineer,Bachelor's,10,121429,5,3.0,4,0,0,5
EMP-2054,28,Male,Marketing,SEO Specialist,Bachelor's,1,51256,5,5.0,1,0,0,1
EMP-2055,54,Male,HR,HR Manager,Bachelor's,16,66968,1,2.9,3,0,0,12
EMP-2056,49,Male,Finance,Accountant,Master's,12,114322,4,1.2,5,0,0,4
EMP-2057,59,Male,Engineering,QA Engineer,Bachelor's,5,101334,2,1.6,1,1,0,2
EMP-2058,48,Male,Marketing,SEO Specialist,Bachelor's,17,120895,4,4.8,4,0,0,8
EMP-2059,23,Male,HR,HR Coordinator,Master's,0,43955,2,2.6,3,0,1,0
EMP-2060,48,Female,Finance,Financial Analyst,Master's,12,81880,5,4.2,2,0,0,11
EMP-2061,41,Female,Marketing,Marketing Analyst,Bachelor's,16,115918,4,4.7,2,0,0,13
EMP-2062,59,Male,Sales,Account Manager,Bachelor's,7,53444,1,4.2,1,0,0,4
EMP-2063,52,Female,Marketing,Marketing Analyst,Master's,11,77107,5,3.4,4,0,0,4
EMP-2064,43,Male,Sales,Sales Rep,Master's,14,97667,3,4.4,1,1,0,1
EMP-2065,42,Male,Operations,Supply Chain Analyst,Bachelor's,0,61819,3,4.2,2,0,0,0
EMP-2066,54,Female,Engineering,Software Engineer,Master's,14,87632,4,4.0,5,1,0,11
EMP-2067,29,Male,Finance,Financial Analyst,Bachelor's,4,105711,3,4.6,5,0,0,0
EMP-2068,43,Female,Sales,Account Manager,Bachelor's,17,85614,2,2.5,3,0,0,13
EMP-2069,58,Female,Sales,Sales Rep,Bachelor's,7,97561,5,4.4,3,0,0,7
EMP-2070,37,Female,Operations,Operations Manager,Master's,5,76998,4,3.2,1,0,0,1
EMP-2071,24,Female,Marketing,Content Strategist,Master's,1,59298,3,3.2,3,1,0,1
EMP-2072,38,Female,Operations,Operations Manager,Bachelor's,5,56304,5,2.2,3,0,0,4
EMP-2073,25,Female,Engineering,DevOps,Bachelor's,4,147329,2,3.2,2,1,0,4
EMP-2074,54,Female,Sales,Account Manager,Master's,15,86193,1,3.3,2,1,1,9
EMP-2075,29,Male,HR,HR Coordinator,Bachelor's,5,81093,4,5.0,3,0,0,0
EMP-2076,41,Female,Operations,Supply Chain Analyst,Bachelor's,12,74487,4,4.5,3,0,0,6
EMP-2077,58,Female,Sales,Sales Manager,Master's,8,81996,1,1.3,1,1,1,1
EMP-2078,55,Male,HR,HR Manager,Bachelor's,0,54190,1,4.9,3,0,0,0
EMP-2079,40,Female,HR,Recruiter,Master's,8,47669,2,3.7,1,0,0,2
EMP-2080,41,Male,Sales,Sales Rep,Master's,17,111127,1,4.3,1,0,0,0
EMP-2081,55,Female,Operations,Operations Manager,Bachelor's,1,93180,3,2.5,4,1,0,0
EMP-2082,54,Female,Engineering,Software Engineer,Bachelor's,16,99252,3,3.0,5,0,0,6
EMP-2083,47,Male,Operations,Logistics Coordinator,Bachelor's,4,72694,3,3.3,3,0,0,4
EMP-2084,39,Non-binary,HR,HR Manager,Bachelor's,12,68510,5,2.3,5,1,0,6
EMP-2085,25,Female,Finance,Financial Analyst,High School,1,95178,1,3.5,4,0,0,0
EMP-2086,47,Female,Operations,Logistics Coordinator,PhD,19,83290,3,4.2,2,0,0,8
EMP-2087,59,Male,HR,HR Manager,Master's,16,95864,5,4.9,4,0,0,9
EMP-2088,22,Male,HR,Recruiter,Master's,0,65720,1,1.9,1,0,0,0
EMP-2089,28,Male,Operations,Operations Manager,Bachelor's,7,83573,4,2.7,3,1,0,5
EMP-2090,31,Male,Finance,CFO,High School,2,57878,5,4.5,3,0,0,2
EMP-2091,29,Female,Engineering,QA Engineer,Bachelor's,5,99388,1,4.8,2,1,0,0
EMP-2092,32,Female,Engineering,Data Engineer,Bachelor's,0,67120,4,2.8,5,0,0,0
EMP-2093,28,Male,Engineering,DevOps,Master's,4,95968,5,4.2,5,0,0,4
EMP-2094,38,Male,Sales,Account Manager,PhD,15,83723,1,4.6,2,1,0,11
EMP-2095,39,Male,Marketing,SEO Specialist,Master's,2,104930,1,1.8,4,0,0,0
EMP-2096,55,Male,HR,HR Manager,Master's,6,51635,4,2.4,3,0,0,2
EMP-2097,45,Male,Marketing,Marketing Analyst,Bachelor's,3,74077,3,4.5,3,0,0,2
EMP-2098,41,Male,Finance,Financial Analyst,Master's,2,79320,1,3.2,5,0,0,0
EMP-2099,39,Female,Finance,CFO,Master's,13,135056,4,5.0,4,1,0,4
EMP-2100,48,Male,HR,HR Manager,High School,15,91068,1,2.3,1,0,0,3
EMP-2101,44,Male,Finance,Accountant,Bachelor's,20,146241,3,3.4,1,0,0,8
EMP-2102,46,Female,HR,HR Coordinator,Bachelor's,11,84145,3,1.5,5,0,1,6
EMP-2103,56,Female,Sales,Sales Manager,Master's,13,83058,4,4.6,2,0,1,4
EMP-2104,53,Male,Sales,Sales Rep,High School,13,84838,3,2.7,3,0,1,6
EMP-2105,53,Male,HR,Recruiter,Bachelor's,15,92672,4,2.8,5,1,0,14
EMP-2106,28,Male,Finance,CFO,Bachelor's,5,95697,4,3.2,1,1,0,2
EMP-2107,42,Female,Operations,Logistics Coordinator,Bachelor's,8,103062,4,4.3,3,0,0,4
EMP-2108,30,Male,HR,HR Coordinator,Bachelor's,6,55634,4,3.6,5,0,0,5
EMP-2109,32,Female,Sales,Account Manager,Master's,10,68390,1,3.2,3,0,1,9
EMP-2110,58,Female,Marketing,SEO Specialist,Bachelor's,5,111386,2,2.9,2,0,0,3
EMP-2111,59,Female,Finance,CFO,Bachelor's,15,126846,2,4.8,3,0,0,5
EMP-2112,26,Male,HR,Recruiter,Master's,2,68164,1,2.7,3,0,0,2
EMP-2113,22,Male,Engineering,Software Engineer,Bachelor's,0,74302,2,1.8,4,0,0,0
EMP-2114,55,Male,Operations,Logistics Coordinator,Master's,7,91685,2,1.7,4,1,0,2
EMP-2115,45,Female,Finance,Accountant,Master's,17,120889,2,1.4,5,0,0,1
EMP-2116,55,Male,Sales,Sales Rep,Master's,14,68743,5,4.5,1,1,0,10
EMP-2117,43,Female,HR,HR Manager,Master's,1,51983,1,2.2,3,0,0,0
EMP-2118,55,Male,HR,HR Manager,Bachelor's,16,65415,3,1.8,2,0,0,15
EMP-2119,42,Female,Sales,Account Manager,Bachelor's,7,96844,2,2.5,2,0,0,4
EMP-2120,27,Female,Operations,Supply Chain Analyst,Bachelor's,2,76001,2,4.1,5,1,0,1
EMP-2121,58,Male,Marketing,Marketing Analyst,Bachelor's,12,74426,5,3.8,4,1,0,0
EMP-2122,39,Female,Marketing,Marketing Analyst,High School,15,121821,2,3.4,1,0,0,13
EMP-2123,43,Male,Marketing,SEO Specialist,Master's,13,85092,5,2.5,4,0,0,10
EMP-2124,49,Female,Operations,Logistics Coordinator,Master's,7,100212,4,4.0,5,0,0,5
EMP-2125,41,Male,Engineering,Software Engineer,Bachelor's,5,108208,5,1.5,2,0,1,2
EMP-2126,39,Female,Operations,Supply Chain Analyst,Bachelor's,14,100877,2,4.9,1,0,0,8
EMP-2127,34,Male,Operations,Supply Chain Analyst,Bachelor's,12,71217,4,4.1,5,0,0,1
EMP-2128,23,Male,HR,HR Manager,PhD,1,68500,2,1.6,5,0,0,0
EMP-2129,39,Male,Finance,Accountant,Bachelor's,16,107886,5,2.9,5,0,0,11
EMP-2130,54,Male,Finance,Accountant,Bachelor's,16,134972,5,1.9,1,0,0,13
EMP-2131,41,Female,Finance,CFO,Master's,13,99107,2,3.8,1,0,0,13
EMP-2132,59,Male,Finance,CFO,Bachelor's,3,107059,5,1.8,2,0,0,3
EMP-2133,43,Female,HR,Recruiter,Bachelor's,9,70104,1,2.1,4,0,0,5
EMP-2134,46,Female,HR,HR Coordinator,High School,12,77223,2,4.0,2,0,0,12
EMP-2135,52,Female,Sales,Sales Rep,Bachelor's,1,44767,2,2.1,2,1,1,0
EMP-2136,44,Male,Finance,Financial Analyst,Bachelor's,4,109371,2,4.4,5,0,0,4
EMP-2137,58,Male,Marketing,Content Strategist,Master's,18,98358,4,2.8,4,0,0,11
EMP-2138,54,Male,Marketing,SEO Specialist,Master's,20,121052,1,4.2,5,1,0,16
EMP-2139,27,Female,HR,Recruiter,Bachelor's,1,54953,2,2.1,1,0,0,0
EMP-2140,31,Female,HR,HR Coordinator,Bachelor's,3,65054,5,2.0,3,0,1,1
EMP-2141,36,Female,Engineering,QA Engineer,Bachelor's,13,256370,5,3.2,4,1,0,8
EMP-2142,28,Male,HR,Recruiter,Bachelor's,2,70881,4,4.7,3,0,0,0
EMP-2143,23,Male,Operations,Logistics Coordinator,PhD,1,58792,3,1.4,1,0,0,1
EMP-2144,30,Male,HR,Recruiter,Master's,8,55412,4,2.3,2,1,0,1
EMP-2145,30,Female,Finance,Accountant,Bachelor's,0,69509,1,3.5,1,0,0,0
EMP-2146,54,Female,Marketing,Content Strategist,Master's,13,110431,3,3.8,1,0,0,9
EMP-2147,30,Female,Finance,Financial Analyst,Bachelor's,5,101026,4,3.0,2,0,0,0
EMP-2148,45,Male,Engineering,QA Engineer,Bachelor's,6,133362,2,3.9,4,1,0,2
EMP-2149,47,Female,Marketing,Content Strategist,PhD,6,80463,1,1.5,2,0,1,5
EMP-2150,26,Male,HR,Recruiter,Bachelor's,1,60867,5,1.9,3,0,0,0
EMP-2151,38,Male,Sales,Account Manager,Bachelor's,9,91783,1,1.1,4,1,1,5
EMP-2152,58,Female,Engineering,QA Engineer,Bachelor's,10,131393,1,3.0,5,1,0,6
EMP-2153,30,Male,Sales,Sales Manager,Master's,9,68012,2,1.5,3,0,0,8
EMP-2154,31,Male,Operations,Logistics Coordinator,Master's,5,71710,2,1.3,4,1,0,1
EMP-2155,53,Female,Finance,CFO,Bachelor's,13,134505,5,4.8,4,0,0,3
EMP-2156,28,Male,Engineering,Data Engineer,Master's,0,80062,2,2.1,2,1,0,0
EMP-2157,23,Male,Marketing,SEO Specialist,Bachelor's,0,84775,2,3.2,4,0,1,0
EMP-2158,42,Female,HR,HR Coordinator,Bachelor's,20,80291,3,2.6,5,1,0,10
EMP-2159,56,Male,HR,Recruiter,Master's,16,73704,3,4.4,1,0,0,14
